"","keyword","title","authors","rating","num_of_rating","num_of_reviews","text"
"786","harry potter","The Geek's Guide to the Wizarding World of Harry Potter at Universal Orlando 2017 Edition: An Unofficial Guide for Wizards and Muggles","Mary deSilva (Goodreads Author)",3.83,12,2,"In the 2017 edition, Marianna Blackwater, Chief Witch of Muggle Relations at The Magical Congress of the United States of America, guides Muggles and Wizards on the best way to experience The Wizarding World of Harry Potter at Universal Orlando Resort! In this updated version, learn how to experience the wonder Harry felt upon his first sight of Diagon Alley, Hogwarts  In the 2017 edition, Marianna Blackwater, Chief Witch of Muggle Relations at The Magical Congress of the United States of America, guides Muggles and Wizards on the best way to experience The Wizarding World of Harry Potter at Universal Orlando Resort! In this updated version, learn how to experience the wonder Harry felt upon his first sight of Diagon Alley, Hogwarts Express and Hogwarts Castle. Marianna shows Muggles where to find Harry's favorite sweets, Ron's favorite brooms and helps Muggles learn to cast spells like Hermione! Muggles be warned, entering the magical world comes with many surprises and unexpected adventures! 25 Wizard Trivia Questions test your inner ""Geek"" and ""Winks"" (hidden magical secrets) enhance your visit to the Wizarding World. A portion of the profits from this book will be donated to the Kelly C. O'Mahoney Foundation dedicated to funding research to eradicate brain cancer, www.KellyKickingCancer.org.  ...more"
"787","harry potter","Harry Potter: Imagining Hogwarts: A Beginner's Guide to Moviemaking","Bryan Michael Stoller",4.5,8,2,"Inspired by the beloved Harry Potter films, Imagining Hogwarts: A Beginners Guide to Moviemaking teaches kids everything they need to know about making a moviethen gives them the chance to do it themselves.Imagining Hogwarts is a fun, practical guide to making your very own movie set at Hogwarts School of Witchcraft and Wizardry. With guided activities on every aspect of  Inspired by the beloved Harry Potter films, Imagining Hogwarts: A Beginner’s Guide to Moviemaking teaches kids everything they need to know about making a movie<U+2014>then gives them the chance to do it themselves.Imagining Hogwarts is a fun, practical guide to making your very own movie set at Hogwarts School of Witchcraft and Wizardry. With guided activities on every aspect of moviemaking, from creating your own storyboard to making costumes and even postproduction, this book will teach you how to create your movie masterpiece step-by-step. Stickers, posters, and other removable extras packed inside will help you set the stage and craft the wizarding world movie of your dreams.<U+00A0><U+00A0>  ...more"
"788","harry potter","LEGO Harry Potter Hogwarts Handbook with Hermione Minifigure","Jenna Ballard",4.67,12,2,"Learn everything you need to know about being a Hogwarts student! This box includes a student handbook with activities and a buildable Hermione LEGO(R) minifigure!Includes a buildable Hermione LEGO(R) minifigure! Still waiting for your Hogwarts letter? Check out this Hogwarts Student Handbook to make sure you're ready when it arrives! From Platform 9-3/4 to the Sorting  Learn everything you need to know about being a Hogwarts student! This box includes a student handbook with activities and a buildable Hermione LEGO(R) minifigure!Includes a buildable Hermione LEGO(R) minifigure! Still waiting for your Hogwarts letter? Check out this Hogwarts Student Handbook to make sure you're ready when it arrives! From Platform 9-3/4 to the Sorting Ceremony to final exams--that is, if they haven't been canceled again thanks to a monster getting loose in the school--this handbook covers everything a new student should know about this school of witchcraft and wizardry. Read all about the classes, top-secret locations, and, of course, Quidditch! Then put your Hogwarts knowledge to the test with tons of fun quizzes and activities.  ...more"
"789","harry potter","Literary Allusion in Harry Potter","Beatrice Groves",4.68,25,5,"Literary Allusion in Harry Potter builds on the world-wide enthusiasm for J. K. Rowling's series in order to introduce its readers to some of the great works of literature on which Rowling draws. Harry Potter's narrative techniques are rooted in the western literary tradition and its allusiveness provides insight into Rowling's fictional world. Each chapter of Literary  Literary Allusion in Harry Potter builds on the world-wide enthusiasm for J. K. Rowling's series in order to introduce its readers to some of the great works of literature on which Rowling draws. Harry Potter's narrative techniques are rooted in the western literary tradition and its allusiveness provides insight into Rowling's fictional world. Each chapter of Literary Allusion in Harry Potter consists of an in-depth discussion of the intersection between Harry Potter and a canonical literary work, such as the plays of Shakespeare, the poetry of Homer, Ovid, the Gawain-poet, Chaucer, Milton and Tennyson, and the novels of Austen, Hardy and Dickens. This approach aims to transform the reader's understanding of Rowling's literary achievement as well as to encourage the discovery of works with which they may be less familiar. The aim of this book is to delight Potter fans with a new perspective on their favourite books while harnessing that enthusiasm to increase their wider appreciation of literature.  ...more"
"790","harry potter","Harry Potter und der Feuerkelch (Bd. 4), Cassetten, Teil 3","J.K. Rowling (Artist)",4.68,57,0,"Harry Potter and the Goblet of Fire (vol. 3). Korean edition (3of 4)"
"791","harry potter","Fun Fact Book Harry Potter: 181 Fact You Did'nt Know About Harry Potter","Cynthia Darden",4.43,42,0," "
"792","harry potter","Teaching Fantasy Novels: From the Hobbit to Harry Potter and the Goblet of Fire","Phyllis J. Perry",4.2,5,0,"Capitalize on the child appeal of fantasy literature to create challenging activities that address the 12 Standards of the English Language Arts sponsored by NCTE and IRA. This guide contains practical ideas that enable the teacher or librarian to incorporate acclaimed fantasy literature in the elementary and middle school curriculum, and also serves as a reference guide  Capitalize on the child appeal of fantasy literature to create challenging activities that address the 12 Standards of the English Language Arts sponsored by NCTE and IRA. This guide contains practical ideas that enable the teacher or librarian to incorporate acclaimed fantasy literature in the elementary and middle school curriculum, and also serves as a reference guide to parents seeking outstanding examples of fiction for students. Each fantasy novel is accompanied by a plot summary and list of major characters, a comprehension check, a vocabulary exercise, discussion questions, reference topics, and suggested multidisciplinary extension activities. Fantasy book selection includes: Harry Potter and the Goblet of Fire The Hobbit The Dark is Rising Tuck Everlasting Poppy James and the Giant Peach Ella Enchanted The Amber Spyglass  ...more"
"793","harry potter","Laugh-Out-Loud Jokes for Harry Potter Fans (Laugh Out Loud Jokes Book 1)","Kristina Hawkins",3.15,13,0,"Here come 33 new Hilarious Harry potter jokes with awesome illustrations to make you drop coffee on your keyboard, fall down from chair and literally roll on the floor. You may also feel like running up & down the streets.Sample Laugh Out Loud Jokes:Why is Voldemort jealous of Harry Potter?What did Voldemort do after reading this ""Laugh-Out-Loud Jokes for Harry Potter  Here come 33 new Hilarious Harry potter jokes with awesome illustrations to make you drop coffee on your keyboard, fall down from chair and literally roll on the floor. You may also feel like running up & down the streets.Sample Laugh Out Loud Jokes:Why is Voldemort jealous of Harry Potter?What did Voldemort do after reading this ""Laugh-Out-Loud Jokes for Harry Potter Fans"" book?How can you tell which Harry Potter movie are you watching?What did the Owl say to Harry Potter?  ...more"
"794","harry potter","Magiska mojligheter : Harry Potter, Artemis Fowl och Cirkeln i skolans vardegrundsarbete","Malin Alkestrand",3.54,13,0,"Sedan den forsta Harry Potter-boken publicerades ar 1997 har intresset for fantasylitteratur okat lavinartat. Miljoner och ater miljoner barn, ungdomar och vuxna har foljt sina mest omtyckta fantasyhjaltar och -hjaltinnor pa deras aventyr in i magiska varldar, dar verklighetens lagar utmanas, overskrids och stalls pa anda. Men vilka insikter kan lasare fa om sin egen varld  Sedan den forsta Harry Potter-boken publicerades ar 1997 har intresset for fantasylitteratur okat lavinartat. Miljoner och ater miljoner barn, ungdomar och vuxna har foljt sina mest omtyckta fantasyhjaltar och -hjaltinnor pa deras aventyr in i magiska varldar, dar verklighetens lagar utmanas, overskrids och stalls pa anda. Men vilka insikter kan lasare fa om sin egen varld via karaktarernas upptacktsresor in i de magiska varldarna? Och hur kan fantasylitteratur anvandas i klassrummet, nar verklighetens maktforhallanden behandlas? Malin Alkestrands avhandling undersoker hur tre fantasyserier for barn och ungdomar - J. K. Rowlings Harry Potter-serie (1997-), Eoin Colfers Artemis Fowl-serie (2001-2012) samt Mats Strandbergs och Sara Bergmark Elfgrens Engelsforstrilogi (2011-2013) - kan fungera som en utgangspunkt for arbetet kring demokrati, manskliga rattigheter och kulturell mangfald i klassrummet. De tre problemkomplexen utgor en del av skolans vardegrund. Denna maste alla larare inom det svenska skolsystemet, oavsett amnestillhorighet, integrera i sin undervisning. I detta arbete kan fantasybockernas skildring av de magiska varldarnas maktforhallanden fungera som allegorier over verklighetens motsvarigheter, samtidigt som de skapar en frammandegorande effekt som hjalper lasaren att betrakta maktfragor utifran, med en distanserad blick. Det ar denna rorelse mellan narhet och distans som ger upphov till fantasylitteraturens magiska mojligheter i vardegrundsarbetet. Boken, som ar den forsta svensksprakiga avhandlingen om fantasylitteratur, riktar sig till litteraturvetare och litteraturdidaktiker, larare, lararutbildare och lararstudenter, samt till alla som gillar att lasa fantasy.  ...more"
"795","harry potter","HARRY POTTER Unofficial Spell:The Ultimate Spellbook of Charms, Curses, Hexes, and Jinxes for Wizards and Witches","Jack Ton",2.56,9,0,"IF YOURE LOOKING FOR THE BEST HARRY POTTER BOOK FOR FANS, THEN LOOK NO FURTHER !  IF YOU’RE LOOKING FOR THE BEST HARRY POTTER BOOK FOR FANS, THEN LOOK NO FURTHER !  ...more"
